Seat_Class,Booking_Channel,Origin,Destination,Distance_km,Route_Category,Customer_Segment,Loyalty_Status,Booking_Frequency_Qtr,Average_Spend_GBP,Total_Seats,Seats_Sold_Realized,Remaining_Seats_Realized,Demand_Index,Base_Price_At_Booking,Days_Before_Travel,Price_Premium,Load_Factor,Ticket_Price_GBP
Standard,Web,London,Amsterdam,647.2,Long,Business,Gold,3,490.53,150,63,87,2.681,119.64,129,1.045,0.422,172.28
Standard,Mobile,London,Paris,150.6,Short,Student,Platinum,17,165.53,100,67,33,1.653,59.83,143,0.999,0.676,64.54
Business,Mobile,London,Paris,67.2,Short,Senior,Silver,15,279.33,200,128,72,2.759,55.13,21,1.184,0.643,89.47
Standard,Web,London,Frankfurt,498.2,Medium,Business,Silver,6,297.81,200,93,107,2.392,84.83,30,1.041,0.468,122.36
Standard,Web,London,Amsterdam,367.8,Medium,Business,None,9,287.23,150,115,35,2.114,91.01,11,1.131,0.767,133.33
Standard,Agent,London,Rotterdam,425.2,Medium,Business,Silver,5,217.84,200,109,91,2.056,84.78,114,0.952,0.545,111.91
Business,Mobile,London,Cologne,170.2,Short,Senior,Platinum,0,493.71,300,268,32,2.323,77.64,158,1.023,0.895,97.7
Standard,Station,London,Amsterdam,88.0,Short,Business,None,17,445.61,200,71,129,1.608,43.43,137,0.98,0.358,52.71
First,Web,Glasgow,Cologne,971.6,Long,Leisure,None,13,312.97,200,167,33,1.556,175.54,69,0.952,0.839,209.75
First,Mobile,Leeds,Paris,491.8,Medium,Business,None,9,330.91,250,151,99,1.047,110.96,47,0.99,0.606,109.74
Standard,Web,London,Rotterdam,567.4,Medium,Student,Platinum,12,362.84,200,103,97,1.895,92.25,162,0.998,0.518,105.66
Standard,Web,Birmingham,Cologne,93.5,Short,Business,None,5,309.77,200,191,9,2.236,62.96,33,0.989,0.957,84.76
First,Web,London,Paris,143.4,Short,Business,Gold,9,359.61,300,132,168,1.164,88.11,122,0.978,0.44,90.63
Standard,Web,Edinburgh,Lyon,192.7,Short,Business,None,1,411.92,200,119,81,1.078,60.19,65,1.036,0.596,59.35
First,Web,London,Frankfurt,459.5,Medium,Business,Platinum,0,489.38,200,125,75,0.966,126.87,179,1.001,0.625,123.78
Business,Agent,Leeds,Rotterdam,1403.5,Long,Leisure,Silver,5,427.55,150,76,74,0.65,206.24,159,1.029,0.508,183.47
Standard,Web,Glasgow,Amsterdam,1445.8,Long,Business,None,18,82.09,250,90,160,2.789,225.18,123,0.984,0.362,342.79
First,Web,Bristol,Brussels,571.7,Medium,Leisure,Gold,16,282.27,200,186,14,2.773,117.77,56,0.98,0.934,178.58
First,Web,Leeds,Frankfurt,1282.6,Long,Senior,Gold,0,323.32,100,92,8,0.881,213.37,45,1.03,0.926,185.61
First,Web,Leeds,Cologne,420.8,Medium,Senior,Silver,14,147.55,250,185,65,2.541,123.79,33,1.041,0.74,175.37
Standard,Mobile,Bristol,Lyon,238.7,Medium,Leisure,Gold,13,248.25,300,158,142,1.492,61.06,106,1.023,0.527,65.24
Standard,Web,London,Frankfurt,83.4,Short,Senior,None,2,467.69,200,148,52,1.938,38.99,51,0.984,0.74,49.3
Standard,Mobile,Glasgow,Paris,302.3,Medium,Leisure,Platinum,9,144.31,150,146,4,1.852,73.72,133,1.044,0.975,84.66
First,Web,Glasgow,Frankfurt,55.0,Short,Business,None,6,172.3,150,137,13,2.241,76.28,38,1.025,0.918,109.76
Standard,Mobile,London,Rotterdam,240.8,Medium,Leisure,None,17,455.98,300,124,176,2.016,67.41,133,1.011,0.416,84.39
First,Mobile,Bristol,Cologne,865.3,Long,Leisure,None,3,65.3,300,261,39,1.149,165.17,56,1.002,0.871,175.85
Standard,Station,Edinburgh,Frankfurt,63.6,Short,Student,None,19,442.48,100,85,15,1.449,26.84,81,1.013,0.858,31.36
Standard,Station,Manchester,Rotterdam,75.4,Short,Student,Silver,11,165.83,300,282,18,1.408,37.46,89,0.954,0.942,44.66
Standard,Mobile,Birmingham,Frankfurt,58.2,Short,Business,Silver,6,259.25,300,99,201,2.827,39.37,153,1.015,0.333,62.88
First,Web,Bristol,Cologne,366.6,Medium,Leisure,Silver,13,328.57,250,209,41,0.611,98.58,52,0.979,0.837,79.35
Standard,Mobile,London,Brussels,173.2,Short,Business,None,1,330.3,200,136,64,2.456,47.43,36,0.991,0.682,73.8
Standard,Mobile,Birmingham,Lyon,524.9,Medium,Student,None,16,490.39,100,67,33,1.615,96.21,120,1.008,0.677,114.68
Standard,Station,London,Frankfurt,185.7,Short,Leisure,Gold,5,36.69,100,54,46,2.336,56.17,151,0.98,0.545,70.56
First,Web,Manchester,Frankfurt,498.2,Medium,Leisure,Gold,18,357.83,100,85,15,1.266,110.92,136,0.97,0.85,117.31
Standard,Web,Manchester,Brussels,86.7,Short,Student,None,5,425.9,200,119,81,0.748,53.66,159,0.971,0.597,41.21
Standard,Mobile,Bristol,Amsterdam,1232.2,Long,Senior,Silver,1,302.4,300,165,135,2.512,179.81,63,1.047,0.551,253.89
Business,Web,Birmingham,Frankfurt,501.5,Medium,Leisure,None,12,488.35,300,291,9,0.76,111.84,21,1.115,0.972,107.4
First,Web,Leeds,Rotterdam,417.2,Medium,Student,Gold,14,220.48,250,156,94,2.535,107.03,99,1.025,0.624,148.83
Business,Web,Glasgow,Cologne,522.8,Medium,Business,Platinum,9,379.93,250,213,37,1.838,115.01,105,1.044,0.855,140.64
Standard,Mobile,Glasgow,Rotterdam,228.5,Medium,Leisure,None,7,349.46,100,39,61,2.2,48.4,106,1.039,0.397,68.91
Standard,Agent,Birmingham,Cologne,139.2,Short,Student,Gold,4,35.05,200,163,37,1.165,47.37,122,1.004,0.818,44.57
Business,Web,Leeds,Frankfurt,392.0,Medium,Business,None,13,285.34,300,231,69,2.197,83.91,50,0.987,0.77,112.63
Standard,Web,Manchester,Amsterdam,522.1,Medium,Leisure,None,5,145.24,200,131,69,2.731,92.51,157,0.998,0.658,146.85
First,Web,London,Cologne,251.2,Medium,Business,Silver,11,273.8,300,118,182,0.951,78.55,60,0.952,0.396,74.98
Standard,Web,Glasgow,Rotterdam,81.9,Short,Student,Silver,2,444.36,200,76,124,2.55,48.11,44,1.017,0.384,71.8
Standard,Mobile,Leeds,Rotterdam,133.8,Short,Leisure,Gold,14,322.46,200,154,46,1.947,57.21,2,1.411,0.773,85.58
Standard,Mobile,Leeds,Frankfurt,192.1,Short,Business,Gold,17,305.07,100,89,11,1.034,65.24,108,0.993,0.899,69.5
Standard,Web,Bristol,Frankfurt,62.5,Short,Leisure,Platinum,0,342.77,250,174,76,2.59,39.15,105,1.048,0.697,56.67
Standard,Mobile,Edinburgh,Frankfurt,1269.0,Long,Leisure,Silver,14,273.59,150,93,57,1.062,188.06,98,0.967,0.623,182.96
Standard,Mobile,Manchester,Lyon,80.8,Short,Leisure,Silver,16,234.94,200,132,68,2.701,43.01,143,1.008,0.664,62.72
Business,Web,Leeds,Cologne,242.2,Medium,Business,Silver,7,199.73,150,61,89,1.394,66.61,167,1.006,0.41,72.28
Standard,Web,Manchester,Paris,357.9,Medium,Leisure,None,12,356.04,100,33,67,2.251,89.49,168,0.961,0.336,122.7
First,Agent,Bristol,Lyon,1124.7,Long,Leisure,Silver,5,392.35,200,176,24,2.325,179.71,175,0.997,0.88,241.76
First,Web,London,Amsterdam,530.8,Medium,Leisure,Gold,13,223.15,100,89,11,1.741,112.39,52,0.955,0.892,126.0
Standard,Mobile,Birmingham,Lyon,145.2,Short,Business,None,18,40.99,150,124,26,2.594,42.27,88,0.992,0.827,72.19
Standard,Web,Manchester,Rotterdam,123.8,Short,Business,Platinum,8,280.71,300,252,48,1.424,55.31,134,0.952,0.84,51.33
First,Mobile,Bristol,Lyon,314.3,Medium,Leisure,Gold,0,295.34,200,90,110,2.632,84.36,176,0.965,0.45,113.77
Standard,Mobile,Bristol,Brussels,317.0,Medium,Senior,Gold,0,249.92,100,37,63,1.924,71.48,101,0.996,0.376,93.02
First,Mobile,Bristol,Amsterdam,165.6,Short,Business,Platinum,12,192.77,150,61,89,0.605,86.23,131,1.025,0.412,65.8
First,Station,Glasgow,Amsterdam,67.1,Short,Business,Silver,6,450.04,200,149,51,1.627,64.1,96,1.001,0.747,77.24
Business,Agent,Glasgow,Amsterdam,731.8,Long,Business,None,0,250.94,150,86,64,2.545,127.24,174,1.003,0.578,197.16
Standard,Mobile,Glasgow,Lyon,158.0,Short,Leisure,Gold,3,403.51,300,93,207,1.161,49.17,146,0.988,0.311,47.01
Standard,Web,Birmingham,Amsterdam,584.4,Medium,Senior,Platinum,17,326.11,200,193,7,2.282,93.6,92,1.01,0.965,120.81
Standard,Web,Glasgow,Cologne,708.2,Long,Leisure,None,2,397.79,100,46,54,1.628,111.46,161,1.032,0.461,130.21
Standard,Mobile,Manchester,Brussels,443.8,Medium,Business,None,6,441.28,100,30,70,1.276,95.81,145,1.041,0.303,103.95
Business,Mobile,Leeds,Frankfurt,295.7,Medium,Business,None,17,136.8,100,56,44,2.724,84.63,32,1.049,0.569,131.44
Standard,Web,Bristol,Lyon,53.9,Short,Senior,None,0,417.76,100,44,56,1.7,48.0,76,1.025,0.449,49.22
Standard,Web,Birmingham,Frankfurt,1349.0,Long,Leisure,Platinum,17,366.13,200,111,89,2.386,200.55,101,0.961,0.558,259.5
First,Mobile,Glasgow,Frankfurt,126.3,Short,Business,None,8,289.31,300,287,13,1.659,85.27,130,0.965,0.957,103.54
Standard,Web,London,Lyon,209.6,Medium,Business,Gold,7,281.58,300,220,80,1.262,52.73,154,1.0,0.735,54.59
Standard,Web,Edinburgh,Cologne,1405.9,Long,Leisure,Platinum,16,169.48,100,75,25,2.8,196.07,167,1.018,0.752,284.35
Standard,Mobile,Manchester,Lyon,130.4,Short,Leisure,Gold,1,279.51,100,91,9,0.838,42.98,145,0.963,0.919,28.26
Business,Mobile,Birmingham,Amsterdam,494.8,Medium,Leisure,None,3,204.49,100,37,63,1.951,108.84,116,0.99,0.379,142.73
Standard,Web,Edinburgh,Brussels,981.2,Long,Leisure,Gold,14,446.63,100,37,63,0.992,166.71,100,1.008,0.37,148.7
Business,Web,Edinburgh,Lyon,274.0,Medium,Leisure,Platinum,7,299.4,200,179,21,0.789,72.53,34,0.97,0.899,55.55
Standard,Web,Glasgow,Frankfurt,386.2,Medium,Business,None,14,163.53,300,123,177,0.739,83.18,19,1.17,0.411,83.01
First,Web,Birmingham,Lyon,858.9,Long,Student,None,6,89.3,250,203,47,2.418,162.69,62,0.984,0.814,223.55
First,Mobile,Leeds,Brussels,318.7,Medium,Senior,Platinum,8,353.11,250,111,139,1.154,92.38,160,0.977,0.446,85.93
Standard,Mobile,Leeds,Paris,457.6,Medium,Leisure,Silver,19,339.06,300,189,111,1.923,83.15,50,0.957,0.632,111.7
Standard,Web,Birmingham,Cologne,237.6,Medium,Leisure,Silver,11,192.83,100,56,44,1.732,56.81,86,1.018,0.57,66.62
Standard,Web,Birmingham,Frankfurt,109.6,Short,Student,Platinum,3,97.84,250,93,157,2.671,22.44,45,0.972,0.372,34.76
First,Web,Bristol,Paris,132.0,Short,Student,Gold,13,363.77,200,154,46,2.414,71.33,122,0.962,0.77,84.72
Standard,Agent,London,Paris,156.5,Short,Business,None,10,149.79,100,89,11,2.237,62.85,82,0.98,0.898,92.87
Standard,Web,Leeds,Rotterdam,144.9,Short,Leisure,Silver,18,433.77,300,111,189,2.754,48.28,115,1.023,0.37,72.2
Standard,Station,Bristol,Brussels,182.9,Short,Senior,None,13,368.59,300,165,135,1.964,47.99,88,0.978,0.55,59.12
Standard,Station,Edinburgh,Cologne,597.0,Medium,Leisure,None,10,448.35,150,48,102,2.532,89.27,1,1.353,0.32,151.34
Standard,Mobile,Edinburgh,Lyon,190.6,Short,Leisure,Silver,19,492.6,200,93,107,2.634,69.31,66,1.011,0.465,92.23
Standard,Mobile,Edinburgh,Paris,1287.7,Long,Student,None,12,183.69,200,96,104,2.508,196.35,168,1.008,0.482,287.02
Standard,Web,Birmingham,Rotterdam,1217.4,Long,Business,Platinum,13,261.95,150,130,20,1.443,184.03,152,1.037,0.872,181.92
Business,Mobile,Manchester,Amsterdam,214.2,Medium,Leisure,None,12,213.81,150,123,27,2.514,56.36,52,0.967,0.826,72.68
First,Web,Bristol,Lyon,413.4,Medium,Business,Silver,16,57.25,150,132,18,1.81,117.03,2,1.445,0.882,165.95
Standard,Station,Manchester,Cologne,149.6,Short,Student,Gold,15,214.39,200,71,129,1.356,53.0,155,0.955,0.356,56.06
Business,Web,Glasgow,Frankfurt,365.2,Medium,Student,Gold,7,233.02,150,58,92,1.01,83.83,87,1.007,0.393,70.57
First,Mobile,London,Lyon,353.9,Medium,Leisure,Silver,16,103.23,200,102,98,2.232,82.67,161,1.028,0.513,107.53
Business,Web,London,Brussels,1088.3,Long,Leisure,Silver,11,443.99,150,123,27,1.261,194.22,162,1.026,0.821,212.25
Standard,Station,Bristol,Rotterdam,186.0,Short,Business,Platinum,18,160.37,250,79,171,1.16,64.03,32,1.016,0.318,59.35
Standard,Web,Edinburgh,Brussels,304.4,Medium,Student,None,8,384.12,300,121,179,1.979,69.25,3,1.446,0.404,112.31
Standard,Mobile,Glasgow,Frankfurt,359.6,Medium,Leisure,Gold,10,56.61,200,129,71,1.141,60.41,55,0.993,0.648,58.75
First,Web,Leeds,Frankfurt,461.2,Medium,Leisure,Platinum,0,34.44,100,31,69,1.297,107.8,27,1.166,0.317,114.78
Standard,Web,London,Frankfurt,77.9,Short,Leisure,None,16,497.83,100,37,63,2.258,35.81,8,1.112,0.372,53.97
Standard,Mobile,Manchester,Rotterdam,534.0,Medium,Leisure,Platinum,18,79.05,150,78,72,2.182,99.11,20,1.136,0.523,133.62
Standard,Agent,Manchester,Rotterdam,466.4,Medium,Student,Gold,12,387.61,150,70,80,2.824,93.15,17,1.112,0.467,152.56
Standard,Web,Leeds,Brussels,340.9,Medium,Leisure,Silver,11,310.17,200,110,90,2.498,78.56,109,1.007,0.553,105.7
Standard,Station,Birmingham,Cologne,488.9,Medium,Student,None,11,237.42,250,207,43,1.354,99.03,33,1.038,0.829,115.13
Standard,Mobile,Edinburgh,Rotterdam,91.9,Short,Leisure,Platinum,12,37.72,100,45,55,1.66,48.87,55,0.986,0.452,53.81
Standard,Station,Birmingham,Cologne,166.2,Short,Leisure,None,5,177.74,200,147,53,1.918,68.16,73,1.02,0.738,81.23
Standard,Web,Bristol,Rotterdam,60.6,Short,Senior,Silver,12,452.04,100,91,9,1.496,45.34,98,0.975,0.917,49.25
Business,Web,London,Lyon,114.0,Short,Business,Gold,10,454.47,300,153,147,2.962,69.08,108,1.006,0.513,103.62
First,Station,Leeds,Paris,89.2,Short,Business,Gold,19,307.86,150,50,100,0.584,85.46,144,0.964,0.335,64.24
Business,Web,Leeds,Paris,172.5,Short,Student,None,10,295.84,200,148,52,2.115,74.15,91,0.951,0.742,97.73
First,Mobile,Leeds,Amsterdam,162.9,Short,Leisure,None,11,224.29,150,120,30,2.039,73.73,79,1.049,0.802,101.79
Standard,Web,Birmingham,Brussels,536.7,Medium,Business,Gold,14,392.27,200,126,74,2.831,103.76,64,1.034,0.634,167.62
Standard,Web,Birmingham,Frankfurt,1186.4,Long,Leisure,Silver,8,443.81,150,90,60,2.754,171.67,88,1.013,0.6,258.69
First,Mobile,Bristol,Cologne,169.3,Short,Student,None,13,369.2,150,123,27,2.797,73.07,101,0.977,0.822,105.36
Standard,Mobile,Manchester,Rotterdam,115.8,Short,Business,None,2,272.14,200,118,82,2.973,55.52,113,1.024,0.592,92.34
Standard,Mobile,Manchester,Lyon,1210.3,Long,Leisure,Silver,6,324.6,300,90,210,1.318,164.84,168,0.96,0.303,181.56
Standard,Web,Glasgow,Cologne,212.4,Medium,Student,Silver,5,125.48,100,92,8,1.724,58.79,83,1.013,0.923,63.49
Standard,Web,Bristol,Brussels,182.1,Short,Business,Platinum,2,495.79,200,95,105,0.968,59.7,23,1.18,0.477,51.28
Standard,Web,Leeds,Amsterdam,473.9,Medium,Business,None,9,469.22,300,217,83,2.536,95.11,103,1.017,0.726,135.34
Standard,Web,Manchester,Cologne,179.9,Short,Leisure,Platinum,16,479.18,250,172,78,1.933,56.95,95,1.026,0.688,55.29
Standard,Station,Bristol,Paris,508.3,Medium,Senior,Platinum,14,100.09,150,98,52,2.223,90.15,94,0.957,0.659,112.79
First,Mobile,Manchester,Lyon,857.7,Long,Senior,Silver,13,333.34,150,70,80,0.654,176.5,7,1.104,0.472,152.67
Standard,Web,Glasgow,Paris,90.9,Short,Business,None,10,335.04,100,81,19,0.647,44.16,109,0.993,0.818,39.17
Standard,Station,Bristol,Lyon,1319.7,Long,Leisure,Platinum,17,190.45,100,47,53,0.687,189.13,59,1.029,0.472,154.12
Standard,Web,Manchester,Frankfurt,77.7,Short,Leisure,None,14,435.29,150,143,7,2.285,53.64,114,0.98,0.957,67.76
First,Mobile,Leeds,Lyon,244.3,Medium,Leisure,Silver,18,395.52,150,103,47,1.42,78.74,3,1.424,0.692,97.29
Standard,Web,Birmingham,Rotterdam,206.0,Medium,Business,Silver,7,365.42,200,167,33,2.368,59.51,112,0.957,0.839,76.66
Standard,Mobile,Birmingham,Frankfurt,868.6,Long,Leisure,Gold,10,33.87,100,82,18,1.795,128.88,30,1.016,0.821,140.61
Standard,Web,Glasgow,Brussels,64.9,Short,Senior,Silver,0,495.47,200,195,5,0.98,34.46,138,1.042,0.978,30.88
Standard,Web,Leeds,Paris,520.7,Medium,Leisure,Silver,2,364.82,200,134,66,0.786,95.16,98,0.996,0.673,77.23
Business,Web,Manchester,Lyon,1036.1,Long,Business,Platinum,18,485.33,150,50,100,2.818,175.49,13,1.106,0.339,266.79
Business,Web,Leeds,Lyon,301.0,Medium,Leisure,Platinum,10,61.65,100,36,64,2.145,92.05,167,1.022,0.362,117.12
Standard,Web,Bristol,Amsterdam,140.3,Short,Leisure,Silver,18,353.29,300,165,135,2.012,43.98,77,1.038,0.55,49.7
Standard,Web,Birmingham,Paris,60.6,Short,Business,Silver,17,377.51,100,55,45,2.032,55.28,25,1.136,0.552,83.52
First,Web,London,Brussels,490.4,Medium,Student,Gold,13,51.04,200,90,110,1.401,117.5,169,0.987,0.452,128.15
Standard,Mobile,Glasgow,Frankfurt,1051.3,Long,Business,Gold,13,50.95,200,189,11,0.756,157.77,168,0.983,0.948,134.09
Standard,Web,Manchester,Brussels,202.6,Medium,Leisure,None,12,385.89,150,94,56,2.695,66.85,62,0.961,0.631,93.15
Standard,Mobile,London,Amsterdam,327.7,Medium,Leisure,Silver,18,402.89,250,233,17,2.807,78.16,40,0.981,0.932,116.1
Business,Web,London,Brussels,162.5,Short,Student,None,11,456.89,100,33,67,1.669,64.47,162,0.992,0.339,86.31
Standard,Agent,Glasgow,Frankfurt,275.2,Medium,Business,Silver,18,390.58,300,163,137,1.562,70.81,79,0.992,0.544,82.19
Standard,Agent,Edinburgh,Paris,194.3,Short,Business,Gold,10,135.38,100,55,45,1.051,57.79,3,1.371,0.552,56.17
First,Web,London,Cologne,558.7,Medium,Leisure,None,0,484.98,100,32,68,0.521,124.0,46,1.006,0.326,102.14
Standard,Mobile,London,Amsterdam,1300.4,Long,Student,None,5,148.27,200,150,50,2.253,178.25,86,1.004,0.753,239.01
Standard,Web,Leeds,Rotterdam,670.7,Long,Leisure,Silver,9,369.06,150,59,91,1.751,111.83,98,0.988,0.399,124.87
Business,Agent,Edinburgh,Lyon,103.1,Short,Leisure,Gold,8,274.1,300,162,138,2.875,67.43,69,1.043,0.543,105.57
Standard,Mobile,Edinburgh,Lyon,319.3,Medium,Leisure,Gold,5,78.71,300,296,4,0.61,77.5,41,1.047,0.987,58.04
Standard,Web,Edinburgh,Paris,70.6,Short,Leisure,None,12,465.02,100,95,5,1.343,48.05,60,1.018,0.951,56.23
Standard,Web,Glasgow,Cologne,199.9,Short,Leisure,None,5,302.2,100,48,52,2.963,57.88,157,0.979,0.483,97.47
Standard,Web,Bristol,Brussels,72.1,Short,Leisure,Gold,19,64.07,300,156,144,2.052,53.82,136,1.044,0.52,82.34
Standard,Web,Edinburgh,Rotterdam,97.3,Short,Business,Silver,16,204.01,300,203,97,1.379,46.23,98,1.022,0.678,51.15
Standard,Mobile,Leeds,Rotterdam,552.1,Medium,Business,Silver,1,387.2,250,125,125,0.996,95.97,4,1.394,0.5,89.29
Standard,Web,Bristol,Lyon,257.8,Medium,Senior,Silver,1,316.84,250,202,48,0.663,71.44,25,1.188,0.808,70.35
First,Web,Manchester,Amsterdam,1022.6,Long,Leisure,Silver,9,127.28,300,209,91,2.807,185.18,178,0.965,0.697,274.82
Standard,Web,Bristol,Cologne,196.4,Short,Leisure,Silver,0,293.32,150,94,56,1.503,59.08,151,1.017,0.631,64.34
Standard,Web,Manchester,Frankfurt,298.9,Medium,Business,Platinum,1,168.25,250,242,8,2.862,87.7,153,0.978,0.97,124.92
Standard,Web,Edinburgh,Rotterdam,155.5,Short,Leisure,Platinum,14,273.09,200,90,110,1.378,73.63,98,1.005,0.452,69.37
First,Station,Edinburgh,Brussels,62.0,Short,Leisure,None,3,172.62,200,180,20,2.857,71.56,70,0.979,0.901,116.0
Standard,Web,Manchester,Cologne,1140.8,Long,Business,Silver,7,258.21,200,161,39,2.524,173.41,98,1.008,0.809,248.48
Standard,Mobile,Birmingham,Rotterdam,335.6,Medium,Business,Silver,18,424.24,100,44,56,1.318,71.78,149,0.993,0.441,79.05
Standard,Web,Leeds,Frankfurt,1229.6,Long,Student,None,19,121.77,250,107,143,1.564,181.71,108,1.008,0.429,212.62
Standard,Web,Bristol,Cologne,373.2,Medium,Senior,Silver,16,20.86,100,70,30,2.858,86.84,94,0.958,0.704,132.71
Standard,Mobile,Leeds,Cologne,94.8,Short,Student,Silver,6,94.4,150,53,97,2.36,39.46,123,0.95,0.356,52.69
First,Web,Leeds,Brussels,131.9,Short,Leisure,Gold,4,424.09,300,191,109,2.512,71.45,56,1.028,0.637,96.83
Standard,Web,London,Amsterdam,725.7,Long,Business,None,0,219.23,300,160,140,2.068,121.24,3,1.378,0.536,192.33
Standard,Mobile,Edinburgh,Frankfurt,172.2,Short,Business,None,17,375.08,150,134,16,0.651,48.46,79,1.02,0.895,52.52
Standard,Web,Bristol,Amsterdam,1275.6,Long,Business,None,4,34.77,250,179,71,2.65,174.1,149,0.954,0.718,253.77
First,Web,Leeds,Frankfurt,418.0,Medium,Senior,Gold,6,90.25,150,112,38,2.445,88.32,177,1.016,0.748,131.12
Standard,Mobile,Bristol,Rotterdam,105.1,Short,Business,Platinum,13,293.1,300,158,142,1.929,44.95,46,1.022,0.529,59.81
Standard,Mobile,Leeds,Rotterdam,566.1,Medium,Business,Silver,6,365.75,300,135,165,2.238,98.74,126,1.021,0.452,135.09
Standard,Web,Edinburgh,Brussels,145.2,Short,Leisure,Silver,16,398.19,150,101,49,1.078,55.02,119,1.035,0.676,63.1
Standard,Web,Leeds,Amsterdam,92.7,Short,Student,None,12,328.65,100,96,4,2.815,33.94,78,1.036,0.961,49.6
Standard,Web,Manchester,Rotterdam,1326.0,Long,Student,Silver,3,383.21,150,107,43,1.035,181.51,68,0.97,0.717,186.26
Standard,Web,Edinburgh,Brussels,454.0,Medium,Leisure,Silver,11,99.56,100,31,69,2.183,95.42,31,1.008,0.314,123.75
Standard,Mobile,Bristol,Cologne,250.8,Medium,Leisure,None,17,335.92,250,243,7,1.688,61.11,46,0.952,0.975,56.53
Standard,Station,Glasgow,Cologne,67.1,Short,Leisure,Gold,11,224.14,300,265,35,1.878,43.25,172,0.959,0.884,51.06
Standard,Station,Birmingham,Brussels,190.7,Short,Leisure,None,3,459.14,200,183,17,1.014,68.67,45,0.992,0.918,71.36
Standard,Web,Leeds,Frankfurt,315.2,Medium,Business,Gold,15,315.34,200,123,77,0.952,60.91,177,0.954,0.617,55.75
Standard,Web,Manchester,Rotterdam,465.4,Medium,Leisure,Silver,13,280.0,300,278,22,1.321,94.96,4,1.385,0.927,113.53
First,Mobile,Edinburgh,Cologne,632.8,Long,Senior,Platinum,7,297.57,150,72,78,0.574,131.59,125,1.014,0.481,97.81
Business,Web,London,Frankfurt,422.6,Medium,Student,None,16,419.03,300,258,42,0.803,92.62,56,1.032,0.861,81.82
Business,Mobile,Glasgow,Amsterdam,808.0,Long,Leisure,None,4,25.41,150,109,41,1.41,148.58,166,0.994,0.729,163.02
Business,Mobile,Glasgow,Lyon,70.9,Short,Leisure,Platinum,1,432.93,150,145,5,2.02,59.36,6,1.399,0.967,91.31
Standard,Station,Edinburgh,Cologne,166.0,Short,Leisure,None,19,34.01,300,152,148,1.38,62.08,82,0.951,0.507,73.56
First,Web,Glasgow,Cologne,171.4,Short,Leisure,Silver,1,299.68,200,77,123,0.683,78.08,152,1.037,0.386,69.82
Standard,Web,Bristol,Paris,1243.7,Long,Leisure,None,11,261.24,300,240,60,2.502,177.32,39,1.048,0.802,259.66
Standard,Station,Bristol,Frankfurt,610.1,Long,Business,Silver,16,197.77,150,148,2,0.895,96.27,111,0.995,0.99,87.55
Standard,Mobile,London,Brussels,92.7,Short,Senior,Silver,16,81.79,250,100,150,0.64,37.27,73,0.98,0.402,32.9
Standard,Station,Manchester,Paris,104.1,Short,Senior,Gold,7,79.55,200,74,126,1.38,41.26,165,0.968,0.371,40.54
First,Web,Bristol,Amsterdam,476.3,Medium,Student,None,6,376.24,150,90,60,1.66,102.73,98,1.022,0.601,125.55
Standard,Mobile,Manchester,Paris,1280.0,Long,Business,Gold,17,74.48,200,160,40,2.731,180.43,162,0.991,0.804,262.91
Standard,Mobile,Manchester,Paris,1165.1,Long,Student,Silver,7,349.88,100,71,29,1.12,176.01,127,0.984,0.718,178.73
Business,Web,Edinburgh,Lyon,168.4,Short,Business,Silver,14,495.35,300,287,13,1.967,57.31,40,1.009,0.958,71.71
Standard,Mobile,Manchester,Lyon,370.9,Medium,Leisure,Silver,13,347.31,300,259,41,1.19,89.63,168,1.031,0.866,84.66
Standard,Mobile,Leeds,Paris,1087.7,Long,Business,Platinum,15,56.1,200,140,60,0.801,172.06,37,1.021,0.701,143.64
Business,Web,Bristol,Lyon,59.6,Short,Senior,Gold,5,280.19,100,55,45,2.094,56.47,126,1.031,0.553,70.82
Standard,Web,Bristol,Rotterdam,370.9,Medium,Leisure,None,14,420.53,250,221,29,2.373,91.27,50,1.003,0.885,124.36
Standard,Mobile,Birmingham,Lyon,114.9,Short,Leisure,Gold,3,478.21,250,160,90,1.86,38.02,11,1.158,0.642,48.05
Standard,Web,Glasgow,Paris,141.7,Short,Leisure,Silver,2,369.27,250,228,22,1.342,45.81,59,0.951,0.913,54.4
Standard,Station,Manchester,Frankfurt,940.1,Long,Leisure,Platinum,12,168.64,200,144,56,2.97,134.07,154,0.993,0.72,194.93
Business,Web,Birmingham,Lyon,814.6,Long,Leisure,None,11,140.56,150,119,31,0.584,141.31,8,1.18,0.795,126.69
Standard,Web,Edinburgh,Paris,295.0,Medium,Leisure,None,8,396.23,300,99,201,1.881,68.19,28,1.162,0.333,92.34
Standard,Agent,Birmingham,Frankfurt,70.1,Short,Senior,Silver,4,384.95,100,99,1,2.172,43.63,60,1.019,0.993,52.49
Standard,Station,Glasgow,Cologne,480.4,Medium,Student,Gold,11,253.46,100,82,18,1.559,106.23,89,0.965,0.828,118.08
Standard,Web,Manchester,Lyon,143.4,Short,Senior,None,0,61.67,250,176,74,0.834,50.71,10,1.191,0.707,56.79
Business,Mobile,Glasgow,Paris,136.9,Short,Leisure,None,0,342.58,250,168,82,0.946,70.69,63,1.025,0.673,67.93
Standard,Web,Bristol,Lyon,412.4,Medium,Leisure,Gold,1,303.41,100,72,28,2.864,81.37,75,1.04,0.72,123.6
